1.0000000000 0.0012600000
0.9974937343 0.0018609507
0.9949874687 0.0024592454
0.9924812030 0.0030548897
0.9899749373 0.0036478894
0.9874686717 0.0042382500
0.9849624060 0.0048259772
0.9824561404 0.0054110764
0.9799498747 0.0059935531
0.9774436090 0.0065734126
0.9749373434 0.0071506601
0.9724310777 0.0077253010
0.9699248120 0.0082973405
0.9674185464 0.0088667835
0.9649122807 0.0094336352
0.9624060150 0.0099979005
0.9598997494 0.0105595843
0.9573934837 0.0111186915
0.9548872180 0.0116752269
0.9523809524 0.0122291951
0.9498746867 0.0127806008
0.9473684211 0.0133294486
0.9448621554 0.0138757430
0.9423558897 0.0144194885
0.9398496241 0.0149606894
0.9373433584 0.0154993500
0.9348370927 0.0160354747
0.9323308271 0.0165690675
0.9298245614 0.0171001327
0.9273182957 0.0176286742
0.9248120301 0.0181546961
0.9223057644 0.0186782022
0.9197994987 0.0191991965
0.9172932331 0.0197176827
0.9147869674 0.0202336645
0.9122807018 0.0207471456
0.9097744361 0.0212581297
0.9072681704 0.0217666201
0.9047619048 0.0222726204
0.9022556391 0.0227761339
0.8997493734 0.0232771641
0.8972431078 0.0237757140
0.8947368421 0.0242717870
0.8922305764 0.0247653861
0.8897243108 0.0252565144
0.8872180451 0.0257451749
0.8847117794 0.0262313704
0.8822055138 0.0267151039
0.8796992481 0.0271963782
0.8771929825 0.0276751958
0.8746867168 0.0281515596
0.8721804511 0.0286254720
0.8696741855 0.0290969356
0.8671679198 0.0295659528
0.8646616541 0.0300325260
0.8621553885 0.0304966575
0.8596491228 0.0309583495
0.8571428571 0.0314176042
0.8546365915 0.0318744237
0.8521303258 0.0323288101
0.8496240602 0.0327807652
0.8471177945 0.0332302910
0.8446115288 0.0336773893
0.8421052632 0.0341220618
0.8395989975 0.0345643103
0.8370927318 0.0350041363
0.8345864662 0.0354415414
0.8320802005 0.0358765271
0.8295739348 0.0363090947
0.8270676692 0.0367392457
0.8245614035 0.0371669811
0.8220551378 0.0375923024
0.8195488722 0.0380152105
0.8170426065 0.0384357066
0.8145363409 0.0388537915
0.8120300752 0.0392694663
0.8095238095 0.0396827318
0.8070175439 0.0400935886
0.8045112782 0.0405020376
0.8020050125 0.0409080793
0.7994987469 0.0413117143
0.7969924812 0.0417129431
0.7944862155 0.0421117660
0.7919799499 0.0425081835
0.7894736842 0.0429021957
0.7869674185 0.0432938029
0.7844611529 0.0436830052
0.7819548872 0.0440698026
0.7794486216 0.0444541951
0.7769423559 0.0448361827
0.7744360902 0.0452157650
0.7719298246 0.0455929419
0.7694235589 0.0459677131
0.7669172932 0.0463400781
0.7644110276 0.0467100365
0.7619047619 0.0470775878
0.7593984962 0.0474427313
0.7568922306 0.0478054663
0.7543859649 0.0481657920
0.7518796992 0.0485237077
0.7493734336 0.0488792124
0.7468671679 0.0492323051
0.7443609023 0.0495829847
0.7418546366 0.0499312500
0.7393483709 0.0502771000
0.7368421053 0.0506205332
0.7343358396 0.0509615483
0.7318295739 0.0513001438
0.7293233083 0.0516363182
0.7268170426 0.0519700699
0.7243107769 0.0523013972
0.7218045113 0.0526302984
0.7192982456 0.0529567716
0.7167919799 0.0532808148
0.7142857143 0.0536024262
0.7117794486 0.0539216035
0.7092731830 0.0542383447
0.7067669173 0.0545526476
0.7042606516 0.0548645097
0.7017543860 0.0551739288
0.6992481203 0.0554809022
0.6967418546 0.0557854276
0.6942355890 0.0560875022
0.6917293233 0.0563871234
0.6892230576 0.0566842883
0.6867167920 0.0569789940
0.6842105263 0.0572712376
0.6817042607 0.0575610161
0.6791979950 0.0578483263
0.6766917293 0.0581331650
0.6741854637 0.0584155290
0.6716791980 0.0586954148
0.6691729323 0.0589728189
0.6666666667 0.0592477380
0.6641604010 0.0595201682
0.6616541353 0.0597901059
0.6591478697 0.0600575474
0.6566416040 0.0603224886
0.6541353383 0.0605849257
0.6516290727 0.0608448546
0.6491228070 0.0611022712
0.6466165414 0.0613571711
0.6441102757 0.0616095502
0.6416040100 0.0618594039
0.6390977444 0.0621067279
0.6365914787 0.0623515175
0.6340852130 0.0625937680
0.6315789474 0.0628334747
0.6290726817 0.0630706327
0.6265664160 0.0633052371
0.6240601504 0.0635372829
0.6215538847 0.0637667649
0.6190476190 0.0639936779
0.6165413534 0.0642180166
0.6140350877 0.0644397756
0.6115288221 0.0646589494
0.6090225564 0.0648755324
0.6065162907 0.0650895189
0.6040100251 0.0653009032
0.6015037594 0.0655096793
0.5989974937 0.0657159112
0.5964912281 0.0659202382
0.5939849624 0.0661228114
0.5914786967 0.0663236243
0.5889724311 0.0665226707
0.5864661654 0.0667199441
0.5839598997 0.0669154379
0.5814536341 0.0671091455
0.5789473684 0.0673010601
0.5764411028 0.0674911748
0.5739348371 0.0676794827
0.5714285714 0.0678659767
0.5689223058 0.0680506497
0.5664160401 0.0682334943
0.5639097744 0.0684145032
0.5614035088 0.0685936689
0.5588972431 0.0687709837
0.5563909774 0.0689464401
0.5538847118 0.0691200301
0.5513784461 0.0692917459
0.5488721805 0.0694615795
0.5463659148 0.0696295226
0.5438596491 0.0697955671
0.5413533835 0.0699597045
0.5388471178 0.0701219265
